,accuracy,val_accuracy,loss,val_loss
0,0.3524169921875,0.350067138671875,1.3778698444366455,1.3636027574539185
1,0.43418121337890625,0.449737548828125,1.1710935831069946,1.1667197942733765
2,0.46489715576171875,0.429534912109375,1.1265054941177368,1.1850690841674805
3,0.48424530029296875,0.440887451171875,1.0687847137451172,1.1626956462860107
4,0.5000076293945312,0.508636474609375,1.034486174583435,1.0402663946151733
5,0.5007400512695312,0.464141845703125,1.0345160961151123,1.134839415550232
6,0.51544189453125,0.506011962890625,0.9884262084960938,1.0342233180999756
7,0.5205764770507812,0.4840087890625,0.978361964225769,1.151504397392273
8,0.5309600830078125,0.503082275390625,0.9537836313247681,1.024072289466858
9,0.5372390747070312,0.5086669921875,0.9432263970375061,1.066037893295288
10,0.5260086059570312,0.524627685546875,0.9780112504959106,1.033217430114746
11,0.5458908081054688,0.55340576171875,0.9291356801986694,0.9252030253410339
12,0.5445327758789062,0.453887939453125,0.929809033870697,1.693686842918396
13,0.5583343505859375,0.545562744140625,0.897590160369873,0.9521399736404419
14,0.5666580200195312,0.56292724609375,0.8794804215431213,0.9183998107910156
15,0.5713729858398438,0.568267822265625,0.8738759160041809,0.9082129001617432
16,0.5782699584960938,0.544189453125,0.8558399677276611,0.9865472316741943
17,0.5852813720703125,0.56878662109375,0.8433184623718262,0.8809842467308044
18,0.5867767333984375,0.58782958984375,0.8415446281433105,0.8797755837440491
19,0.563568115234375,0.499237060546875,0.900992214679718,1.0688480138778687
20,0.5576019287109375,0.561981201171875,0.9104213714599609,0.9420821666717529
21,0.5792922973632812,0.54638671875,0.8652742505073547,1.0549123287200928
22,0.5872726440429688,0.56890869140625,0.8472651839256287,0.8930882811546326
23,0.5963211059570312,0.542083740234375,0.824922502040863,1.152763843536377
24,0.6010818481445312,0.56414794921875,0.8146417737007141,0.9467411041259766
25,0.6033554077148438,0.590667724609375,0.8101968765258789,0.8307549953460693
26,0.6082763671875,0.57666015625,0.8005729913711548,0.9139329195022583
27,0.6094284057617188,0.5728759765625,0.7978943586349487,0.8976004719734192
28,0.6087646484375,0.56915283203125,0.8019958138465881,0.9698294401168823
29,0.6138992309570312,0.61260986328125,0.7922407984733582,0.805647075176239
30,0.6175155639648438,0.55633544921875,0.7817465662956238,0.9968760013580322
31,0.619598388671875,0.5968017578125,0.7774433493614197,0.8285184502601624
32,0.617919921875,0.56317138671875,0.794516384601593,1.0373002290725708
33,0.6109771728515625,0.585906982421875,0.8058933615684509,0.8893970847129822
34,0.61627197265625,0.586456298828125,0.7891551852226257,0.9010568857192993
35,0.6216506958007812,0.606170654296875,0.7707851529121399,0.9109148383140564
36,0.6298294067382812,0.62811279296875,0.760492205619812,0.879807710647583
37,0.6331100463867188,0.53948974609375,0.7534550428390503,1.146290898323059
38,0.6025238037109375,0.596771240234375,0.8097351789474487,0.8282285332679749
39,0.6070175170898438,0.544586181640625,0.8134576678276062,0.9511438608169556
40,0.6119384765625,0.582183837890625,0.7938483357429504,0.9426052570343018
41,0.628875732421875,0.6082763671875,0.7596613168716431,0.8302063345909119
42,0.63348388671875,0.62628173828125,0.7534451484680176,0.8039843440055847
43,0.6365203857421875,0.604156494140625,0.7442853450775146,0.8980329036712646
44,0.638641357421875,0.610198974609375,0.7403141260147095,0.8931282758712769
45,0.6165542602539062,0.45062255859375,0.8056235313415527,1.2271567583084106
46,0.5771560668945312,0.615081787109375,0.9093362092971802,0.8184927105903625
47,0.5662078857421875,0.56683349609375,0.9135059118270874,1.0813082456588745
48,0.6128005981445312,0.59722900390625,0.7976118326187134,0.8558515310287476
49,0.6334075927734375,0.60150146484375,0.75146484375,0.8230654001235962
50,0.6358566284179688,0.589019775390625,0.7461603879928589,1.0750162601470947
51,0.6412811279296875,0.64691162109375,0.7354472279548645,0.7676355838775635
52,0.6477584838867188,0.56646728515625,0.725100576877594,1.0973389148712158
53,0.6448516845703125,0.595428466796875,0.7307121753692627,0.9161949157714844
54,0.6433258056640625,0.556884765625,0.7321645617485046,1.2387347221374512
55,0.648529052734375,0.594024658203125,0.7225192189216614,0.9253798127174377
56,0.6483154296875,0.62921142578125,0.7210650444030762,0.9757746458053589
57,0.64617919921875,0.6163330078125,0.7267903685569763,0.8056169152259827
58,0.65411376953125,0.605987548828125,0.7107111811637878,0.9807023406028748
59,0.650543212890625,0.6241455078125,0.7199430465698242,0.8347298502922058
60,0.6580963134765625,0.6356201171875,0.7020549178123474,0.7782092094421387
61,0.6546630859375,0.594696044921875,0.7088739275932312,0.9151544570922852
62,0.6606597900390625,0.5750732421875,0.697780430316925,1.179807424545288
63,0.6525421142578125,0.643096923828125,0.7146522402763367,0.7503505349159241
64,0.6620635986328125,0.57598876953125,0.6945512294769287,4.569580078125
65,0.6580810546875,0.339691162109375,0.7102190256118774,1.8727136850357056
66,0.5995407104492188,0.55120849609375,0.8501091003417969,1.0718823671340942
67,0.6317520141601562,0.636749267578125,0.770058274269104,0.7642677426338196
68,0.6455078125,0.5677490234375,0.7339373826980591,1.0951871871948242
69,0.6532211303710938,0.600921630859375,0.7148159146308899,0.8965547680854797
70,0.6546554565429688,0.615875244140625,0.7102911472320557,0.8316674828529358
71,0.6588668823242188,0.62371826171875,0.7031826376914978,0.8145827651023865
72,0.6314163208007812,0.608154296875,0.7600083351135254,0.8308082222938538
73,0.6289291381835938,0.610076904296875,0.7583225965499878,0.8422086238861084
74,0.6509475708007812,0.566650390625,0.7152562141418457,1.1834945678710938
75,0.6551666259765625,0.5703125,0.7104516625404358,1.1341689825057983
76,0.6584396362304688,0.630615234375,0.7010712623596191,0.8570476770401001
77,0.6669158935546875,0.66070556640625,0.6881680488586426,0.7504968047142029
78,0.6646652221679688,0.65789794921875,0.6908048391342163,0.7924677729606628
79,0.6683197021484375,0.652923583984375,0.6832444071769714,1.204710841178894
80,0.6638031005859375,0.61102294921875,0.6949664950370789,1.0185489654541016
81,0.624542236328125,0.631317138671875,0.7757357358932495,0.8138273358345032
82,0.6459121704101562,0.58612060546875,0.7255442142486572,0.9411520957946777
83,0.66351318359375,0.63043212890625,0.6942181587219238,0.8679748773574829
84,0.6891250610351562,0.606689453125,0.6405856013298035,1.8720260858535767
85,0.6932373046875,0.656646728515625,0.6346684098243713,0.7383144497871399
86,0.6949234008789062,0.67034912109375,0.6304263472557068,1.1145588159561157
87,0.6922988891601562,0.670135498046875,0.6355499625205994,0.8930383324623108
88,0.6973648071289062,0.652191162109375,0.6256901621818542,0.8326045274734497
89,0.6651611328125,0.623291015625,0.7030447125434875,0.8645601272583008
90,0.6747207641601562,0.644073486328125,0.6777019500732422,0.8383474349975586
91,0.6891555786132812,0.64825439453125,0.6485727429389954,1.0651694536209106
92,0.6947250366210938,0.685333251953125,0.6345991492271423,0.6880505084991455
93,0.6981964111328125,0.613861083984375,0.6264541149139404,1.3704032897949219
94,0.6992111206054688,0.666778564453125,0.6239367723464966,0.7147477269172668
95,0.7024688720703125,0.689544677734375,0.6167981028556824,0.6462684869766235
96,0.7009124755859375,0.61956787109375,0.6207380294799805,1.1313700675964355
97,0.703948974609375,0.596160888671875,0.6159719824790955,1.5600993633270264
98,0.7052688598632812,0.629150390625,0.6112691164016724,1.1335806846618652
99,0.7056961059570312,0.682891845703125,0.6101073622703552,0.7677342295646667
100,0.7070465087890625,0.652984619140625,0.6091541647911072,1.0998395681381226
101,0.70806884765625,0.606719970703125,0.6093564033508301,2.7113373279571533
102,0.6872787475585938,0.62786865234375,0.6591781377792358,0.910761296749115
103,0.7056732177734375,0.678131103515625,0.6125894784927368,0.7528851628303528
104,0.7115478515625,0.636932373046875,0.5998771786689758,1.5221284627914429
105,0.7122650146484375,0.63238525390625,0.6003527641296387,0.9959341287612915
106,0.7124404907226562,0.694000244140625,0.5998498201370239,0.6654139161109924
107,0.7081756591796875,0.6412353515625,0.608250617980957,1.2357499599456787
108,0.7117691040039062,0.6439208984375,0.5988789796829224,0.8027948141098022
109,0.7112655639648438,0.6331787109375,0.5997033715248108,0.9989379048347473
110,0.7128219604492188,0.690460205078125,0.5976703763008118,0.8785246014595032
111,0.7160263061523438,0.687164306640625,0.5920459628105164,0.6643129587173462
112,0.7181320190429688,0.63739013671875,0.5896932482719421,0.8752092123031616
113,0.7123336791992188,0.7032470703125,0.5992202758789062,0.9212766289710999
114,0.7182769775390625,0.61663818359375,0.5876561999320984,1.1356674432754517
115,0.715667724609375,0.618255615234375,0.5918512344360352,1.2307565212249756
116,0.7324295043945312,0.65771484375,0.5593128800392151,0.8326113820075989
117,0.7339706420898438,0.6558837890625,0.5538498759269714,0.9931260943412781
118,0.735260009765625,0.6934814453125,0.5531678199768066,0.8802405595779419
119,0.7331771850585938,0.6962890625,0.5589942932128906,0.6595808863639832
120,0.739105224609375,0.7095947265625,0.5443175435066223,0.6147469878196716
121,0.7236099243164062,0.68756103515625,0.5740410685539246,0.7181023955345154
122,0.7309341430664062,0.706329345703125,0.5613971948623657,0.7245984673500061
123,0.737030029296875,0.696624755859375,0.5459088087081909,0.7110015153884888
124,0.7410430908203125,0.646575927734375,0.5428479313850403,0.9302307963371277
125,0.74114990234375,0.71063232421875,0.5405470132827759,0.6311348676681519
126,0.7396392822265625,0.68951416015625,0.5434087514877319,0.6984183192253113
127,0.7433700561523438,0.7076416015625,0.5344509482383728,0.7772461175918579
128,0.7426681518554688,0.7197265625,0.5365313291549683,0.598347008228302
129,0.7443389892578125,0.64752197265625,0.534905195236206,0.8824929594993591
130,0.7447967529296875,0.71221923828125,0.5344036817550659,0.6794463992118835
131,0.7417831420898438,0.682281494140625,0.5435818433761597,0.9402639269828796
132,0.7438278198242188,0.6162109375,0.536156177520752,1.813114881515503
133,0.7454452514648438,0.71600341796875,0.5332878232002258,0.6061449646949768
134,0.7476272583007812,0.6507568359375,0.5313323736190796,0.94099360704422
135,0.7472686767578125,0.649871826171875,0.5298556089401245,0.8333507776260376
136,0.744781494140625,0.6988525390625,0.5346725583076477,0.6980414986610413
137,0.7295455932617188,0.604400634765625,0.5732868313789368,1.4160610437393188
138,0.6799240112304688,0.66314697265625,0.6671468019485474,0.7102413773536682
139,0.6922988891601562,0.64068603515625,0.6336877346038818,0.9338513612747192
140,0.71771240234375,0.693756103515625,0.5851543545722961,0.8908563256263733
141,0.7318878173828125,0.664764404296875,0.5594168901443481,0.8601987361907959
142,0.7357101440429688,0.698394775390625,0.5550602674484253,0.627187192440033
143,0.7319107055664062,0.639678955078125,0.5624973177909851,0.7933390140533447
144,0.7339248657226562,0.6866455078125,0.5562286972999573,0.7903463840484619
145,0.741607666015625,0.653411865234375,0.5426080226898193,0.9490230679512024
146,0.746856689453125,0.699798583984375,0.5295604467391968,0.7638841867446899
147,0.7496871948242188,0.654541015625,0.5282413363456726,0.9346375465393066
148,0.7473602294921875,0.716766357421875,0.5259456634521484,0.594855546951294
149,0.7497711181640625,0.670196533203125,0.5241091847419739,0.8667914271354675
150,0.7310562133789062,0.717254638671875,0.566554844379425,0.6041311025619507
151,0.7490921020507812,0.67529296875,0.5268808603286743,0.8246495127677917
152,0.747711181640625,0.688751220703125,0.5293374061584473,0.6869471669197083
153,0.7413482666015625,0.63580322265625,0.5432453155517578,0.9476596713066101
154,0.7458038330078125,0.63397216796875,0.5305801033973694,1.0179706811904907
155,0.7481536865234375,0.676910400390625,0.5270828008651733,0.8071510195732117
156,0.7522201538085938,0.693389892578125,0.5211367011070251,0.7059618830680847
157,0.7478485107421875,0.648223876953125,0.5343757271766663,0.8917460441589355
158,0.742095947265625,0.68524169921875,0.5454408526420593,0.722923755645752
159,0.7540664672851562,0.717376708984375,0.5162485837936401,0.5941060185432434
160,0.7149429321289062,0.57281494140625,0.5990190505981445,1.5045514106750488
161,0.7077865600585938,0.68206787109375,0.6047030091285706,0.8287704586982727
162,0.7301254272460938,0.682647705078125,0.5621408224105835,0.6883302330970764
163,0.739501953125,0.685455322265625,0.5463961362838745,0.7466086149215698
164,0.7435989379882812,0.695343017578125,0.5360090732574463,0.666660726070404
165,0.7405242919921875,0.680145263671875,0.5449402928352356,1.1007957458496094
166,0.7489395141601562,0.6494140625,0.5271792411804199,0.9897782802581787
167,0.75,0.70648193359375,0.5250751376152039,0.7650498747825623
168,0.7493438720703125,0.65313720703125,0.5256621837615967,0.9667007327079773
169,0.7495880126953125,0.64013671875,0.5263083577156067,1.0136280059814453
170,0.754119873046875,0.69537353515625,0.5165895223617554,0.6642459034919739
171,0.7558364868164062,0.719940185546875,0.5139183402061462,0.5850359201431274
172,0.75531005859375,0.635009765625,0.5139585733413696,1.1725770235061646
173,0.6791152954101562,0.63873291015625,0.6898969411849976,0.7760228514671326
174,0.6926727294921875,0.6822509765625,0.6541775465011597,0.6785827875137329
175,0.6776351928710938,0.666351318359375,0.6786177754402161,0.6928656697273254
176,0.6933364868164062,0.67608642578125,0.6395092010498047,0.7342447638511658
177,0.7163619995117188,0.70391845703125,0.5972765684127808,0.7923327088356018
178,0.7301254272460938,0.714508056640625,0.5713163614273071,2.8986597061157227
179,0.726776123046875,0.71392822265625,0.5758072137832642,1.061199426651001
180,0.7327346801757812,0.713348388671875,0.5652288198471069,0.9982773065567017
181,0.7217559814453125,0.68426513671875,0.5940698981285095,0.930607259273529
182,0.7352294921875,0.718292236328125,0.5571576952934265,0.9478673338890076
183,0.7428665161132812,0.713165283203125,0.5425799489021301,1.0064603090286255
184,0.7474594116210938,0.691192626953125,0.5363652110099792,0.7767659425735474
185,0.7476806640625,0.71875,0.5333772301673889,0.7889308333396912
186,0.7523727416992188,0.7208251953125,0.523537814617157,0.8329514265060425
187,0.7400588989257812,0.660064697265625,0.5542225241661072,0.9694483280181885
188,0.7315597534179688,0.70672607421875,0.5700175762176514,0.691708505153656
189,0.7386093139648438,0.699615478515625,0.5635870099067688,0.6925668120384216
190,0.752288818359375,0.71160888671875,0.5249543786048889,0.6223193407058716
191,0.7553787231445312,0.704498291015625,0.5178229808807373,0.661230742931366
192,0.7627182006835938,0.710968017578125,0.5052871108055115,0.6562398076057434
193,0.7662734985351562,0.71649169921875,0.4934816062450409,0.6222747564315796
194,0.7679595947265625,0.70806884765625,0.49377304315567017,0.6435480117797852
195,0.7678909301757812,0.707977294921875,0.4891962707042694,0.6809517741203308
196,0.7338180541992188,0.70770263671875,0.58920818567276,0.660732090473175
197,0.7482070922851562,0.715179443359375,0.538316011428833,0.682129979133606
198,0.7572860717773438,0.711151123046875,0.5188243389129639,0.7795072197914124
199,0.7556533813476562,0.717529296875,0.5206267237663269,0.7049725651741028
200,0.7670822143554688,0.694244384765625,0.49548837542533875,0.8578017950057983
